 ,,,,,,,
Fri May 04 13:18:01 +0000 2018,chuckfeerick,b'The black men arrested at Starbucks just did something incredible: Applause to these gentlemen! https://t.co/sXvjbodRBM',"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",Chicago,927,494,en
 ,,,,,,,
Fri May 04 13:18:05 +0000 2018,maicdrn,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,433,294,en
 ,,,,,,,
Fri May 04 13:18:05 +0000 2018,BradeeLynn,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,752,528,en
 ,,,,,,,
Fri May 04 13:18:06 +0000 2018,sisozasa,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,185,172,en
 ,,,,,,,
Fri May 04 13:18:07 +0000 2018,EditButler,"b'@1236 From the neighbourhood that brought you window protest signs such as ""Keep Loblaws off the northeast corner!"" https://t.co/EPBqXMKNVK'","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Toronto, Ontario",883,344,en
 ,,,,,,,
Fri May 04 13:18:10 +0000 2018,SkillsDefine,"b""Elon Musk's 'Ironically Foolish' Tesla Process, Funeral for Robot Dogs and Starbucks Arrest Settlement: 3 Things to https://t.co/YBWmXrq5i5""","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","New York, NY",1831,1948,en
 ,,,,,,,
Fri May 04 13:18:11 +0000 2018,mychemikill,b'what do yall order at starbucks i wanna try something new',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",up gerard way's ass,91,122,en
 ,,,,,,,
Fri May 04 13:18:14 +0000 2018,patjamie,b'RT @ALT_uscis: Video appears to show Florida cop kicking handcuffed man in head.\nLike kicking a field goal. @CityofMiami  @MiamiPD You need',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",San Diego,382,134,en
 ,,,,,,,
Fri May 04 13:18:15 +0000 2018,hiperfin,b'RT @ALT_uscis: Video appears to show Florida cop kicking handcuffed man in head.\nLike kicking a field goal. @CityofMiami  @MiamiPD You need',"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Florida, USA",595,437,en
 ,,,,,,,
Fri May 04 13:18:16 +0000 2018,0kaitlyn0,b'Who wouldve thought three years ago I would be one?  https://t.co/3XgI1hvefH',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Milwaukee, WI",848,87,en
 ,,,,,,,
Fri May 04 13:18:17 +0000 2018,Essex_Marketing,"b'Sainsburys, Lidl, Starbucks: 5 things that mattered this week and why https://t.co/Pmw6QseqUz https://t.co/EqVAk27IpS'","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Essex, UK",329,328,en
 ,,,,,,,
Fri May 04 13:18:22 +0000 2018,sgudlaug,b'Enter to win a $100 Starbucks Gift Card! #giveaways  https://t.co/2a9kf4gv15',"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,385,1985,en
 ,,,,,,,
Fri May 04 13:18:23 +0000 2018,Andrea_Calles,b'No one wants to walk to Starbucks on Fridays...I volunteer...they pay for my coffee ',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Grand Rapids, MI",199,165,en
 ,,,,,,,
Fri May 04 13:18:25 +0000 2018,Hannah__Sixx,b'This is super cool but we should try to go without plastic lids as well soon. Baby steps though! Starbucks also s https://t.co/mj72DxwDna',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,787,783,en
 ,,,,,,,
Fri May 04 13:18:29 +0000 2018,_princesssjay,"b'RT @ashleyyyowen: LOVE IT! Helps prevent straw/plastic pollution, which is a huge risk for turtles! #turtlegang #turtleswag #iliketurtles @'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,2359,287,en
 ,,,,,,,
Fri May 04 13:18:33 +0000 2018,thisisfay,b'i had the barista at starbucks compliment my makeup followed by 3 customers. what an ego boost on this fine friday morning! ',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ýýýýýýýý,4718,2094,en
 ,,,,,,,
Fri May 04 13:18:34 +0000 2018,TJKilbride,b'When slob on my knob comes on the shuffle at the Starbucks drive-thru window ',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Topeka, KS",1463,688,en
 ,,,,,,,
Fri May 04 13:18:36 +0000 2018,sohocub,b'Starbucks logo has changed over the years... https://t.co/JJHyIdRkKT',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","London, England",2130,4796,en
 ,,,,,,,
Fri May 04 13:18:37 +0000 2018,6lail,"b""I'm at Starbucks in Kuwait, Al Asimah https://t.co/xNCNoRShrG""","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",Kuwait | ï¿½ï¿½ï¿½ï,361,118,en
 ,,,,,,,
Fri May 04 13:18:37 +0000 2018,grackaym,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,87,97,en
 ,,,,,,,
Fri May 04 13:18:43 +0000 2018,furby1976,b'Perfect gift for a grad: 50 Life Lessons for Grads + Starbucks gift card @thelimbylim https://t.co/SMUabFsMHm',"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>",Off in La La Land,1591,4861,en
 ,,,,,,,
Fri May 04 13:18:43 +0000 2018,Rightandexact,"b""RT @TheFinalCall: 'Buy from people who buy from you'\n\nIn the aftermath of the Starbucks debacle, Black coffee shops pulling in the green ht""","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,19,80,en
 ,,,,,,,
Fri May 04 13:18:44 +0000 2018,AHoskavich,b'Good morning for a macchiato #starbucks https://t.co/2y5n7qTik6',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pennsylvania, USA",152,126,en
 ,,,,,,,
Fri May 04 13:18:45 +0000 2018,autters98,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,470,251,en
 ,,,,,,,
Fri May 04 13:18:49 +0000 2018,Daniromero30,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,163,1139,en
 ,,,,,,,
Fri May 04 13:18:50 +0000 2018,ImSadPanda,"b""@ItsThisGuyAgain @MoistCr1TiKaL I open at Starbucks so I'm in the same fucking boat fam!!!! And I don't drink coffee either lmao.""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,26,86,en
 ,,,,,,,
Fri May 04 13:18:52 +0000 2018,WhatCosmeEats,b'a bite of starbucks cinnamon rroll',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,16,1,en
 ,,,,,,,
Fri May 04 13:18:52 +0000 2018,tonesssss,b'MS. BONGIOVI WHY ARE YOU DRINKING BEER IN A STARBUCKS CUP?! - my entire homeroom when I walked in with iced green https://t.co/0KV6OqtaSl',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,275,540,en
 ,,,,,,,
Fri May 04 13:18:55 +0000 2018,tigrikuss1974,"b'RT @ericschiffer: ""They\'ve been in a free-fall with a dangerous, devastating body blow to a brand that is used to taking bows. When you\'re'","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý, ýýýýýýýýýýýý",15,125,ru
 ,,,,,,,
Fri May 04 13:18:58 +0000 2018,GothiciVirago,b'Exactly. I wanna go to Starbucks later though. Wanna join me? My treat. https://t.co/r5LmDdmlJp',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ýýý ýýýýýýýýýýýýýýýýýýýý.,459,238,en
 ,,,,,,,
Fri May 04 13:19:01 +0000 2018,allysiscarr,"b""I'm at Starbucks Coffee in Valenzuela District 1 https://t.co/N7UZqjgQ8C""","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",Republic of the Philippines,880,320,en
 ,,,,,,,
Fri May 04 13:19:02 +0000 2018,steph_the_twit,"b""@karri_leigh Ok, so surprisingly none of our #mangohashtags are trending, but I'm gonna fill my minivan with mangos https://t.co/4vk5hfbtet""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Canada,1643,3005,en
 ,,,,,,,
Fri May 04 13:19:04 +0000 2018,britt_lynn96,b'Tell me why I just got so emotional in the Starbucks drive through because someone payed for my drink and told the https://t.co/sxhCUshQLC',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smyrna,427,400,en
 ,,,,,,,
Fri May 04 13:19:05 +0000 2018,Ansariex6,"b""I'm at Starbucks in Al-Andalus, Al Asimah https://t.co/wCGH18qDlD""","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",Kuwait,672,262,ar
 ,,,,,,,
Fri May 04 13:19:08 +0000 2018,autters98,"b""RT @mklozik: NEW KNOWLEDGE! I have learned that these lids were created for a specific drink(s) (they have cold foam, seems nifty, I'll hav""","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,470,251,en
 ,,,,,,,
Fri May 04 13:19:12 +0000 2018,hazelmintsx,"b'RT @arepyong: Before i became a Cabin Crew, i worked at so many places after spm and also during college such as KFC, Marrybrown, 99Speedma'","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",his heart ï¿½,1285,109,en
 ,,,,,,,
Fri May 04 13:19:13 +0000 2018,laurafields53,"b'RT @JamilSmith: Okay, now Im very encouraged about the Starbucks trainings. @Sifill_LDF, @JGreenblattADL, @hmcghee, @EricHolder, and @eji_'","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,18,124,en
 ,,,,,,,
Fri May 04 13:19:18 +0000 2018,PassarelliAllan,b'RT @TheLastWord: Two black men arrested at Starbucks settle with Philadelphia for $2 \nhttps://t.co/mjmgOnlWZ2 https://t.co/Hds159ToVc',"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Colorado USA,11002,11294,en
 ,,,,,,,
Fri May 04 13:19:18 +0000 2018,bullriders1,"b""@cspanwj @horowitz39 LOL Horowitz believes that using the bathroom at Starbucks 'requires' a purchase. https://t.co/bbIG09uRdE""","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Balboa Peninsula, SoCal USA",1255,66,en
 ,,,,,,,
Fri May 04 13:19:19 +0000 2018,sinziataya,b'RT @FelicisGoods: This new Starbucks Korea summer collection is so meant for SVT &amp; Carats  https://t.co/h9VFPUVIRC',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,156,134,en
 ,,,,,,,
Fri May 04 13:19:19 +0000 2018,meagan_cassidy,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Boston, MA",857,545,en
 ,,,,,,,
Fri May 04 13:19:20 +0000 2018,madmensayings,b'Starbucks Secret Menu - https://t.co/gOkgNE30WE https://t.co/jM5IoWkzt7',"<a href=""https://www.fiverr.com/"" rel=""nofollow"">madmensayings</a>",,280,648,en
 ,,,,,,,
Fri May 04 13:19:23 +0000 2018,paoxxo_,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1508,794,en
 ,,,,,,,
Fri May 04 13:19:23 +0000 2018,Jevnazh13,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MNL, PH",218,55,en
 ,,,,,,,
Fri May 04 13:19:25 +0000 2018,SAlMuhamed,"b""I'm at Starbucks https://t.co/JBiKu0X3sy""","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Hitteen, Kuwait",265,73,en
 ,,,,,,,
Fri May 04 13:19:28 +0000 2018,AlliciaFaith,b'How does one justify being late to a meeting but also walk in with Starbucks.....',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Detroit ,268,165,en
 ,,,,,,,
Fri May 04 13:19:31 +0000 2018,rahagar,"b""RT @mathinhell: Hey @Starbucks maybe you should close up for another half day of anti-racist training, that is unless you think it's okay f""","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Texas,6734,6733,en
 ,,,,,,,
Fri May 04 13:19:32 +0000 2018,_kylakiara,b'Definitely need some Starbucks before this graduation rehearsal',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Venus,963,803,en
 ,,,,,,,
Fri May 04 13:19:36 +0000 2018,laurafields53,"b'RT @JamilSmith: If other companies are smart, they find out what this Starbucks anti-discrimination curriculum is and look into pre-emptive'","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,18,124,en
 ,,,,,,,
Fri May 04 13:19:40 +0000 2018,TYLERR_DURDEN,"b'So i bought these k cups that are made by starbucks and have ""2x the caffiene""..boyyyyy were they right, got me WIRED rn.'","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",A parallel universe...ï¿½,1423,752,en
 ,,,,,,,
Fri May 04 13:19:42 +0000 2018,taniapsolano,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New York, NY",1115,386,en
 ,,,,,,,
Fri May 04 13:19:42 +0000 2018,talarain,b'So @BIGGBYCOFFEE was I overcharged for this lovely glove left in my bagel bag? @Starbucks this is my karma for betr https://t.co/eurgsrnGhN',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,754,591,en
 ,,,,,,,
Fri May 04 13:19:43 +0000 2018,LifeShanatic,b'RT @SatinathMukher2: @imeandmyzelf \nHe was having coffee at starbucks twice a week ONLY kinda poor',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lucknow, India",20,242,en
 ,,,,,,,
Fri May 04 13:19:44 +0000 2018,donohue_caitlin,b'RT @marisavalentine: Wow finally now I can stop having to take off the lid to take a sip when I forget my metal straw https://t.co/3bbTR58S',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Scottsdale, AZ",25,101,en
 ,,,,,,,
Fri May 04 13:19:45 +0000 2018,haalizaa,b'RT @FelicisGoods: This new Starbucks Korea summer collection is so meant for SVT &amp; Carats  https://t.co/h9VFPUVIRC',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,514,308,en
 ,,,,,,,
Fri May 04 13:19:47 +0000 2018,kstew4u,b'I had a dream I ordered Starbucks and actually picked a store in China and they wouldnt refund my money.',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,51,99,en
 ,,,,,,,
Fri May 04 13:19:50 +0000 2018,dinamiteeeee,b'Good morning texts from Starbucks telling me I earned double points &gt;&gt;&gt;&gt;',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Washington, DC",428,450,en
 ,,,,,,,
Fri May 04 13:19:50 +0000 2018,holbrookkkkk,"b'Believe me I do need them because I have sensitive ass teeth for one, and dental bonding that stains and cannot be https://t.co/HOxEpWVXTk'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,752,705,en
 ,,,,,,,
Fri May 04 13:19:51 +0000 2018,StephanieZulla,b'The iced coffee I made myself is outta this world... I could put Dunkin and Starbucks out of business with this',"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NY, NY",352,338,en
 ,,,,,,,
Fri May 04 13:19:54 +0000 2018,ONLYANGELLIVE,b'Skipping school  at Starbucks',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",blacklivesmatter,856,229,en
 ,,,,,,,
Fri May 04 13:19:58 +0000 2018,kiaranatahly,b'@vivianlove0419 @Starbucks Whatttt !???',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New Brighton, MN",42,95,en
 ,,,,,,,
Fri May 04 13:19:58 +0000 2018,DeppAllison,b'@jdregencia @dreddredxi @Joyceeeeeeeey i-starbucks ulit natin yan! ',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Los Angeles, CA",352,278,en
 ,,,,,,,
Fri May 04 13:20:00 +0000 2018,wsbtv,b' Police find another camera inside local Starbucks restroom: https://t.co/IoVKY2VLhx https://t.co/p5JVNQiQA7',"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Atlanta, GA",1165354,2213,en
 ,,,,,,,
Fri May 04 13:20:01 +0000 2018,daedreee,b'Do it for the turtles  https://t.co/AxXwMYQDHw',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,407,191,en
 ,,,,,,,
Fri May 04 13:20:03 +0000 2018,theGrio,b'Definitely looking forward to his interview on Sunday\n\nMeek Mill speaks on Starbucks arrest of two Black men and wh https://t.co/hXP0PltYRu',"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",New York,95705,3020,en
 ,,,,,,,
Fri May 04 13:20:04 +0000 2018,shaylareneeco,"b""Elon Musk's 'Ironically Foolish' Tesla Process, Funeral for Robot Dogs and Starbucks Arrest Settlement: 3 Things to https://t.co/lPrn1kUrle""","<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Charlotte, NC",138,399,en
 ,,,,,,,
Fri May 04 13:20:06 +0000 2018,PatriotsTacB,b'Mark Dice: Starbucks Has Censored Me for Mocking Them  #news https://t.co/ljcQrj4VB2',"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",,6591,6577,en
 ,,,,,,,
Fri May 04 13:20:09 +0000 2018,chante3,"b'Damn nitro machine is broken again at my @Starbucks, its getting as bad as McDonalds ice cream machine  #fml #Starbucks'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vancouver, WA",173,642,en
 ,,,,,,,
Fri May 04 13:20:10 +0000 2018,Anti_Collectors,"b'RT @BAP_US: Wrongfully Arrested #Starbucks Patrons Rashon Nelson and Donte Robinson Settle with Philadelphia for $2 in Exchange for $200,00'","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Miami, FL",723,825,en
 ,,,,,,,
Fri May 04 13:20:10 +0000 2018,anniestorck,b'RT @ava_davisson: fo realz!! ive stopped serving straws to tables at my job unless they ask for them. its the lil things  https://t.co/L',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Purdue 2020,607,507,en
 ,,,,,,,
Fri May 04 13:20:12 +0000 2018,patricia121417,b'I entered to #win 2 books &amp; $10 to Starbucks! on @BookHoundsBlog  https://t.co/PuyZWKNevi',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Atlanta, GA",223,1222,en
 ,,,,,,,
Fri May 04 13:20:13 +0000 2018,Angela_YYY,b'Gathering  #koreanbbq #Starbucks with tidy_lee @Chipmunkie_vin https://t.co/pPXBAR9wTi',"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,351,153,ja
 ,,,,,,,
Fri May 04 13:20:17 +0000 2018,devilsdawg,"b'Hello Friday! (@ Starbucks in Ocean Township, NJ) https://t.co/vBUldkIKUv'","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",40ï¿½ï¿½12ï¿½ï¿½ï¿½8ï¿½ï¿½ï¿½,127,420,en
 ,,,,,,,
Fri May 04 13:20:17 +0000 2018,youngkelz21,"b'This was needed (@ Starbucks in Austin, TX) https://t.co/hypw0vT4E4 https://t.co/VdvzaWzb8E'","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",Arlington TX,271,705,en
 ,,,,,,,
Fri May 04 13:20:30 +0000 2018,a99_nor,b'RT @AP: Two black men arrested for sitting at a Philadelphia Starbucks without ordering anything have settled with the city for a symbolic',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Boo!,22,169,en
 ,,,,,,,
Fri May 04 13:20:31 +0000 2018,bigbludodge,b'@Starbucks not very impressed with my dbl smkd bacon sandwich... https://t.co/ZrB00ibGYe',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Boston,24,152,en
 ,,,,,,,
Fri May 04 13:20:34 +0000 2018,chibbs_1,b'@ghettogovner @Starbucks @celtics Word my guy go get it!!',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pembroke Pines, Fl",17456,2949,en
 ,,,,,,,
Fri May 04 13:20:37 +0000 2018,Ally_Rox_Sox,b'RT @ajplus: The 2 men arrested at Starbucks accepted a symbolic settlement from Philadelphia for their wrongful arrest: $1.\n\nInstead of mon',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Texas, USA, Earth",211,202,en
 ,,,,,,,
Fri May 04 13:20:40 +0000 2018,andyychavez,b'Forever thankful that Chris works at starbucks in front of North Park because he be hooking it up',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Morelia, Michoacï¿½ï¿½n | Chi",143,91,en
 ,,,,,,,
Fri May 04 13:20:40 +0000 2018,surfrev,"b'Sitting in Starbucks finishing up the sermon...amazing diversity in this place, a continual stream of the beauty an https://t.co/ciLktPxaNe'","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Myrtle Beach, SC",703,782,en
 ,,,,,,,
Fri May 04 13:20:43 +0000 2018,nokneetoe,b'Waiting for my ride at Starbucks Rob Ermita and overhearing a dozen simultaneous conversations between local girls https://t.co/DZupwiAFUh',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Manila | Bacolod,772,571,en
 ,,,,,,,
Fri May 04 13:20:43 +0000 2018,hopethom111,b'RT @marylaskowski12: Its 2038. You go visit your kid at Tarleton State. Theyre still doing construction on Lillian. Youre having to park',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,276,379,en
 ,,,,,,,
Fri May 04 13:20:46 +0000 2018,LexieRicheson,"b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,193,179,en
 ,,,,,,,
Fri May 04 13:20:47 +0000 2018,katiebillings97,b'Its always a good day when you see @thacoachmike at Starbucks!!! #GoPokes #Cowboyforlife ',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stillwater, OK",235,324,en
 ,,,,,,,
Fri May 04 13:20:47 +0000 2018,Gabby_asdfghjkl,b'RT @TreySongz: Weak. https://t.co/iEBHqnjELg',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cfb, Tx.",619,268,en
 ,,,,,,,
Fri May 04 13:20:50 +0000 2018,_DaWhiteODB,b'@albiyalibnan cause you drink way too much Starbucks',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",New New York,549,489,en
 ,,,,,,,
Fri May 04 13:20:50 +0000 2018,Cranky_Crew_OwO,"b'RT @cutiepienestor: 9. Honestly when we went to Starbucks and then came home, put on pyjamas and just sat and played Crash Team Racing on t'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A hole...probably,123,91,en
 ,,,,,,,
Fri May 04 13:20:50 +0000 2018,1236,"b'RT @EditButler: @1236 From the neighbourhood that brought you window protest signs such as ""Keep Loblaws off the northeast corner!"" and ""No'","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Toronto,4591,0,en
 ,,,,,,,
Fri May 04 13:20:52 +0000 2018,theanisazreen,b'RT @FelicisGoods: This new Starbucks Korea summer collection is so meant for SVT &amp; Carats  https://t.co/h9VFPUVIRC',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Anisism,1148,567,en
 ,,,,,,,
Fri May 04 13:20:53 +0000 2018,Marwiiiiiiin,b'I had a gastronomic adventure today at dominos and starbucks. I deserve that. ',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1902,807,en
 ,,,,,,,
Fri May 04 13:20:54 +0000 2018,Teralex4,b'Enter to win a $100 Starbucks Gift Card! #giveaways  https://t.co/wRzAyAbkPh',"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Pasadena NL,1059,4119,en
 ,,,,,,,
Fri May 04 13:20:58 +0000 2018,chaengsbih,b'RT @loonasbian: god i hope the mv has scenes shot at starbucks in it n yyxy arent just making a pit stop for frappes https://t.co/nJZhNJWluR',"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,95,992,en
 ,,,,,,,
Fri May 04 13:21:02 +0000 2018,zzzbeee,"b""I'm at Starbucks Coffee in Angeles City, Pampanga https://t.co/fN6QrwPY8U""","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",Like an angel by your side,211,121,en
 ,,,,,,,
Fri May 04 13:21:02 +0000 2018,JoshuaAHarwood,b'@SamanthaOra Pin this - maybe if Twitter does its thing @dunkindonuts or @Starbucks  can help you have the best meal everyday.',"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Manchester, New Hampshire",1128,1174,en
 ,,,,,,,
Fri May 04 13:21:02 +0000 2018,MetalKittyX,"b""RT @mathinhell: Hey @Starbucks maybe you should close up for another half day of anti-racist training, that is unless you think it's okay f""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rhode Island,USA!AmericaFirst!",3274,4407,en
 ,,,,,,,
Fri May 04 13:21:06 +0000 2018,ATLSmallBz,"b""Starbucks founder at Morehouse: 'We live in an age of anger, rage, racial tension' https://t.co/Fxc94atxDS""","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Atlanta, Georgia",3535,3481,en
 ,,,,,,,
Fri May 04 13:21:06 +0000 2018,GASmallBiz,"b""Starbucks founder at Morehouse: 'We live in an age of anger, rage, racial tension' https://t.co/do7nZ9poMn""","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Georgia, the Peach State!",3042,3108,en
 ,,,,,,,
